"genre","popularity","acousticness","loudness","duration_ms","liveness","tempo","speechiness","danceability","mode","track_name","valence","speechiness.level","loudness.level","liveness.level","tempo.level","duration_s"
"Country",37,0.128,-8.743,334693,0.198,125.785,0.0295,0.584,"Major","Lonely Lubbock Lights",0.302,"Low","Low","High","Moderate",334.693
"Country",38,0.349,-7.395,233013,0.134,141.958,0.0495,0.694,"Minor","Mr. Goodtime",0.964,"Medium","Medium","High","Fast",233.013
"Country",58,0.188,-6.652,222320,0.117,172.023,0.0298,0.648,"Major","Better Place",0.61,"Low","Medium","Low","Fast",222.32
"Country",40,0.0156,-4.42,185507,0.297,139.993,0.0353,0.643,"Major","Radioland",0.949,"Low","High","High","Fast",185.507
"Country",47,0.232,-7.422,232717,0.274,130.036,0.108,0.719,"Major","Never Changing",0.184,"High","Medium","High","Moderate",232.717
"Country",46,0.000986,-4.566,193027,0.345,117.041,0.0444,0.632,"Major","Titty's Beer",0.893,"Medium","High","High","Moderate",193.027
"Country",55,0.0407,-5.649,218333,0.347,146.009,0.0304,0.551,"Major","Bad Boy",0.326,"Low","Medium","High","Fast",218.333
"Country",57,0.159,-6.132,214107,0.181,96.018,0.0336,0.684,"Major","Keep Me In Mind",0.563,"Low","Medium","High","Slow",214.107
"Country",59,0.379,-7.376,272267,0.12,138.399,0.0326,0.601,"Major","I Got A Car",0.478,"Low","Medium","Low","Fast",272.267
"Country",42,0.379,-10.69,160467,0.14,108.494,0.0291,0.656,"Major","Clyde",0.618,"Low","Low","High","Moderate",160.467
"Country",38,0.108,-7.407,212000,0.102,139.804,0.0308,0.575,"Major","Coal Town",0.486,"Low","Medium","Low","Fast",212
"Country",49,0.0104,-8.154,184307,0.0735,134.023,0.0409,0.708,"Major","Stockyards",0.777,"Medium","Low","Low","Moderate",184.307
"Country",46,0.866,-13.941,173213,0.0778,122.476,0.0288,0.549,"Major","Lodi",0.365,"Low","Low","Low","Moderate",173.213
"Country",34,0.864,-12.624,189907,0.126,151.721,0.0274,0.471,"Major","Love Can Hold It All",0.374,"Low","Low","High","Fast",189.907
"Country",61,0.776,-9.681,157893,0.125,105.761,0.0283,0.563,"Major","Stand By Your Man",0.608,"Low","Low","High","Moderate",157.893
"Country",45,0.0361,-10.466,134455,0.232,90.029,0.0675,0.68,"Major","Take My Hands",0.093,"High","Low","High","Slow",134.455
"Country",49,0.418,-12.251,188293,0.0967,144.687,0.0299,0.512,"Minor","Danny's Song",0.522,"Low","Low","Low","Fast",188.293
"Country",49,0.0783,-4.295,217311,0.3,90.95,0.0468,0.625,"Major","Company You Keep",0.777,"Medium","High","High","Slow",217.311
"Country",39,0.78,-12.312,199960,0.14,100.801,0.0279,0.591,"Major","Famous Last Words Of A Fool - Edit",0.153,"Low","Low","High","Moderate",199.96
"Country",36,0.647,-7.252,160640,0.123,118.05,0.0344,0.655,"Major","That's What I Like About You",0.78,"Low","Medium","High","Moderate",160.64
"Country",43,0.0754,-4.107,208307,0.0909,130.041,0.0407,0.391,"Major","You Are Mine",0.581,"Medium","High","Low","Moderate",208.307
"Country",59,0.146,-6.897,239507,0.335,139.876,0.0282,0.572,"Major","Mine Would Be You",0.321,"Low","Medium","High","Fast",239.507
"Country",51,0.785,-9.507,208939,0.0983,79.937,0.0304,0.509,"Major","Hey 3AM",0.303,"Low","Low","Low","Slow",208.939
"Country",50,0.623,-15.112,238800,0.131,130.627,0.0296,0.621,"Major","What Might Have Been",0.146,"Low","Low","High","Moderate",238.8
"Country",38,0.0123,-6.569,225782,0.168,76.016,0.0316,0.453,"Major","I Want You to Know",0.417,"Low","Medium","High","Slow",225.782
"Country",38,0.0489,-7.319,187280,0.114,111.972,0.0308,0.753,"Major","How Far",0.483,"Low","Medium","Low","Moderate",187.28
"Country",44,0.0533,-6.71,233933,0.144,142.159,0.0273,0.552,"Major","Roll with Me",0.407,"Low","Medium","High","Fast",233.933
"Country",34,0.0693,-7.625,222867,0.0923,92.125,0.0304,0.617,"Major","I Wouldn't Mind The Shackles",0.432,"Low","Medium","Low","Slow",222.867
"Country",45,0.456,-10.009,150219,0.278,138.952,0.0615,0.772,"Major","Tunnel Vision",0.357,"Medium","Low","High","Fast",150.219
"Country",49,0.00525,-3.876,212067,0.237,132.985,0.0333,0.527,"Major","Hell Raisin' Heat Of The Summer",0.436,"Low","High","High","Moderate",212.067
"Country",58,0.245,-10.136,224027,0.126,104.812,0.0345,0.669,"Major","You're No Good",0.634,"Low","Low","High","Moderate",224.027
"Country",35,0.343,-3.133,175600,0.0818,158.577,0.0753,0.563,"Major","Twang",0.841,"High","High","Low","Fast",175.6
"Country",62,0.103,-5.173,228653,0.231,95.493,0.0428,0.699,"Major","International Harvester",0.348,"Medium","High","High","Slow",228.653
"Country",61,0.832,-9.662,172400,0.188,161.468,0.033,0.377,"Major","Whole Lot of Shakin' Going On",0.678,"Low","Low","High","Fast",172.4
"Country",56,0.0576,-3.316,208693,0.111,172.136,0.0475,0.505,"Major","Mr. Mom",0.671,"Medium","High","Low","Fast",208.693
"Country",45,0.195,-4.299,161013,0.0996,89.026,0.119,0.637,"Minor","Tragic",0.655,"High","High","Low","Slow",161.013
"Country",51,0.00739,-5.608,187412,0.101,84.974,0.0276,0.632,"Major","I Love That I Hate You",0.63,"Low","Medium","Low","Slow",187.412
"Country",40,0.336,-7.87,183424,0.145,92.006,0.0715,0.722,"Minor","Break up a Band",0.611,"High","Medium","High","Slow",183.424
"Country",50,0.00167,-5.148,189773,0.323,133.933,0.033,0.638,"Major","Drank Like Hank",0.787,"Low","High","High","Moderate",189.773
"Country",72,0.113,-5.251,190240,0.026,103.966,0.0514,0.747,"Major","House Party",0.859,"Medium","High","Low","Moderate",190.24
"Country",36,0.322,-4.16,225027,0.313,159.27,0.032,0.477,"Major","Let It Go",0.473,"Low","High","High","Fast",225.027
"Country",59,0.459,-7.43,232547,0.129,141.929,0.0308,0.614,"Major","One Wing In The Fire",0.45,"Low","Medium","High","Fast",232.547
"Country",54,0.131,-11.963,290827,0.0714,109.293,0.0335,0.567,"Major","Light Up Or Leave Me Alone",0.75,"Low","Low","Low","Moderate",290.827
"Country",65,0.00434,-3.295,177067,0.145,114.995,0.0388,0.555,"Major","Flatliner (feat. Dierks Bentley)",0.578,"Medium","High","High","Moderate",177.067
"Country",60,0.292,-4.668,181000,0.292,119.954,0.0332,0.767,"Major","Bad At Love - Recorded at Sound Stage Studios Nashville",0.591,"Low","High","High","Moderate",181
"Country",35,0.114,-5.731,220427,0.167,111.829,0.0318,0.589,"Major","If You Don't Like My Twang",0.575,"Low","Medium","High","Moderate",220.427
"Country",40,0.278,-5.504,242120,0.0949,73.922,0.0296,0.443,"Major","Hero",0.249,"Low","High","Low","Slow",242.12
"Country",49,0.0281,-6.924,185587,0.107,97.279,0.0325,0.567,"Major","Love The One You're With",0.146,"Low","Medium","Low","Slow",185.587
"Country",41,0.147,-10.392,202827,0.105,91.531,0.0378,0.599,"Major","The Night Hank Williams Came To Town",0.615,"Medium","Low","Low","Slow",202.827
"Country",43,0.0392,-3.931,192937,0.376,163.963,0.0464,0.519,"Major","Bud-Wiser",0.77,"Medium","High","High","Fast",192.937
"Country",40,0.0484,-6.787,179667,0.0807,92.999,0.0348,0.657,"Major","How to Be Single",0.775,"Low","Medium","Low","Slow",179.667
"Country",53,0.225,-7.368,268663,0.112,146.027,0.0351,0.729,"Major","Change the Whole Thing",0.874,"Low","Medium","Low","Fast",268.663
"Country",40,0.823,-15.399,148299,0.0952,142.712,0.0312,0.553,"Minor","Caravan of Fools",0.437,"Low","Low","Low","Fast",148.299
"Country",44,0.0074,-5.883,213093,0.0996,126.035,0.0335,0.442,"Major","I Be U Be",0.414,"Low","Medium","Low","Moderate",213.093
"Country",44,0.108,-7.923,161627,0.0517,122.452,0.0286,0.757,"Major","Excitable Boy - 2007 Remaster",0.97,"Low","Medium","Low","Moderate",161.627
"Country",46,0.0116,-7.753,289560,0.0625,170.107,0.0519,0.416,"Minor","For You",0.304,"Medium","Medium","Low","Fast",289.56
"Country",33,0.658,-6.926,242053,0.101,183.18,0.032,0.279,"Major","Come Home Soon",0.257,"Low","Medium","Low","Fast",242.053
"Country",50,0.476,-14.134,200493,0.103,96.146,0.0302,0.518,"Major","Rose Colored Glasses",0.436,"Low","Low","Low","Slow",200.493
"Country",41,0.0289,-5.699,199400,0.208,82.965,0.0378,0.668,"Minor","Black Moon",0.269,"Medium","Medium","High","Slow",199.4
"Country",39,0.0245,-7.064,252293,0.228,111.964,0.083,0.687,"Major","Convoy",0.712,"High","Medium","High","Moderate",252.293
"Country",64,0.0407,-10.735,210533,0.094,120.901,0.0282,0.692,"Major","A Life Of Illusion",0.93,"Low","Low","Low","Moderate",210.533
"Country",42,0.758,-11.92,253980,0.0791,73.262,0.0324,0.563,"Major","Thinking Out Loud",0.355,"Low","Low","Low","Slow",253.98
"Country",45,0.452,-9.209,167622,0.352,131.398,0.0451,0.702,"Major","The Auctioneer",0.971,"Medium","Low","High","Moderate",167.622
"Country",37,0.475,-10.231,207303,0.109,111.514,0.0372,0.583,"Major","Pull You Through",0.358,"Low","Low","Low","Moderate",207.303
"Country",41,0.0404,-3.712,177347,0.202,146.01,0.0756,0.567,"Major","Tippin' Point",0.804,"High","High","High","Fast",177.347
"Country",50,0.0059,-7.418,286293,0.0829,87.019,0.0347,0.558,"Minor","You Can't Bring Me Down",0.796,"Low","Medium","Low","Slow",286.293
"Country",55,0.126,-5.393,199773,0.113,113.964,0.0277,0.661,"Major","Stars in the City",0.668,"Low","High","Low","Moderate",199.773
"Country",39,0.766,-7.394,203640,0.128,151.166,0.0413,0.622,"Major","A Willie Nice Christmas",0.759,"Medium","Medium","High","Fast",203.64
"Country",38,0.259,-14.864,176840,0.0704,109.158,0.033,0.726,"Major","Would You Catch A Falling Star",0.712,"Low","Low","Low","Moderate",176.84
"Country",38,0.0174,-7.675,246467,0.136,126.394,0.0361,0.651,"Major","Mama Don't Get Dressed up for Nothing",0.861,"Low","Medium","High","Moderate",246.467
"Country",34,0.821,-11.854,258893,0.111,131.922,0.0307,0.339,"Major","Spirit Rider (Johnny Cash: Forever Words)",0.227,"Low","Low","Low","Moderate",258.893
"Country",47,0.704,-10.613,121314,0.114,154.373,0.0335,0.456,"Major","John Beyers (Camaro Song)",0.328,"Low","Low","Low","Fast",121.314
"Country",44,0.779,-8.893,230400,0.331,169.84,0.0832,0.371,"Major","Songbird",0.352,"High","Low","High","Fast",230.4
"Country",43,0.0912,-4.939,207827,0.0424,170.048,0.0387,0.528,"Major","Yin Yang Girl",0.757,"Medium","High","Low","Fast",207.827
"Country",62,0.511,-3.057,196747,0.109,137.982,0.0386,0.576,"Major","Chillin' It",0.666,"Medium","High","Low","Fast",196.747
"Country",47,0.307,-4.774,191987,0.203,143.925,0.0423,0.572,"Major","Bring You Back",0.572,"Medium","High","High","Fast",191.987
"Country",53,0.00676,-3.767,248971,0.326,124.061,0.0446,0.49,"Major","Tired",0.508,"Medium","High","High","Moderate",248.971
"Country",39,0.254,-6.919,168674,0.113,96.041,0.0403,0.764,"Major","Trouble With You",0.434,"Medium","Medium","Low","Slow",168.674
"Country",50,0.115,-6.548,218778,0.0877,120.155,0.0512,0.545,"Major","I Know",0.391,"Medium","Medium","Low","Moderate",218.778
"Country",40,0.417,-3.821,222387,0.195,131.912,0.0288,0.589,"Major","Number One",0.484,"Low","High","High","Moderate",222.387
"Country",36,0.24,-6.489,242360,0.235,115.45,0.027,0.698,"Major","Merry Christmas from the Family",0.561,"Low","Medium","High","Moderate",242.36
"Country",55,0.159,-7.93,230733,0.0991,139.908,0.0307,0.639,"Major","Silver Lining",0.516,"Low","Medium","Low","Fast",230.733
"Country",35,0.152,-11.863,152933,0.342,124.915,0.0273,0.608,"Major","Timber I'm Falling In Love",0.823,"Low","Low","High","Moderate",152.933
"Country",35,0.0361,-4.705,228717,0.344,119.505,0.0287,0.659,"Major","A Name In This Town",0.96,"Low","High","High","Moderate",228.717
"Country",70,0.0793,-3.212,172280,0.111,179.965,0.0616,0.519,"Major","Make Me Want To",0.74,"Medium","High","Low","Fast",172.28
"Country",58,0.62,-8.075,199707,0.0923,82.918,0.024,0.587,"Major","I Do (Cherish You)",0.287,"Low","Low","Low","Slow",199.707
"Country",67,0.0685,-5.382,207733,0.108,152.035,0.0374,0.615,"Major","Break Up with Him",0.56,"Low","High","Low","Fast",207.733
"Country",53,0.00525,-4.657,201120,0.177,120.015,0.0283,0.557,"Major","Free And Easy (Down The Road I Go)",0.841,"Low","High","High","Moderate",201.12
"Country",46,0.44,-6.271,244893,0.147,143.824,0.032,0.565,"Major","Lie",0.204,"Low","Medium","High","Fast",244.893
"Country",50,0.129,-5.232,162640,0.206,117.595,0.0301,0.705,"Major","Wink - Remastered Version",0.934,"Low","High","High","Moderate",162.64
"Country",54,0.123,-6.792,181680,0.117,124,0.0315,0.673,"Major","Cigarette",0.88,"Low","Medium","Low","Moderate",181.68
"Country",62,0.0566,-9.823,204160,0.0517,137.703,0.0265,0.646,"Major","Goodbye Says It All",0.674,"Low","Low","Low","Fast",204.16
"Country",37,0.00163,-4.569,148867,0.143,108.051,0.0281,0.583,"Major","Happy Hour - Slower Lower Sessions",0.784,"Low","High","High","Moderate",148.867
"Country",36,0.0354,-11.632,251907,0.227,147.978,0.0295,0.481,"Major","Man I Am Today",0.254,"Low","Low","High","Fast",251.907
"Country",51,0.416,-8.836,250560,0.174,68.541,0.0303,0.465,"Major","Stronger Than The Truth",0.312,"Low","Low","High","Slow",250.56
"Country",36,0.514,-7.991,151040,0.13,188.876,0.0387,0.455,"Major","Holdin' Heaven",0.928,"Medium","Low","High","Fast",151.04
"Country",45,0.141,-8.271,270027,0.0813,120.058,0.0358,0.772,"Major","(If You're Not In It For Love) I'm Outta Here!",0.868,"Low","Low","Low","Moderate",270.027
"Country",69,0.000837,-5.889,179827,0.17,119.838,0.0912,0.484,"Major","Woman, Amen",0.391,"High","Medium","High","Moderate",179.827
"Country",49,0.00261,-5.464,195787,0.377,142.132,0.0299,0.506,"Major","Give Me More (Stripped)",0.349,"Low","High","High","Fast",195.787
"Country",43,0.278,-8.012,216600,0.109,105.989,0.0318,0.709,"Major","Gotta Be Me",0.716,"Low","Low","Low","Moderate",216.6
"Country",36,0.176,-6.235,195773,0.315,94.013,0.0369,0.712,"Major","Mouth",0.792,"Low","Medium","High","Slow",195.773
"Country",66,0.292,-5.099,194840,0.141,122.079,0.029,0.66,"Major","Every Little Honky Tonk Bar",0.856,"Low","High","High","Moderate",194.84
"Country",60,0.455,-9.773,168000,0.0967,121.312,0.0283,0.714,"Major","Killin' Time",0.69,"Low","Low","Low","Moderate",168
"Country",53,0.358,-7.033,192120,0.0719,128.801,0.0376,0.638,"Major","Ex Thing",0.346,"Low","Medium","Low","Moderate",192.12
"Country",38,0.068,-10.713,194160,0.21,192.981,0.0388,0.555,"Major","Heartbroke",0.853,"Medium","Low","High","Fast",194.16
"Country",37,0.508,-10.627,181707,0.0709,85.297,0.0302,0.739,"Major","Diggin' Up Bones",0.824,"Low","Low","Low","Slow",181.707
"Country",41,0.0109,-6.07,227493,0.298,170.039,0.0337,0.473,"Major","Down on Washington",0.749,"Low","Medium","High","Fast",227.493
"Country",43,0.0328,-5.281,224467,0.0378,138.087,0.0549,0.499,"Major","Jesus and Jones",0.592,"Medium","High","Low","Fast",224.467
"Country",40,0.769,-11.939,140227,0.172,90.395,0.0273,0.636,"Major","Today I Started Loving You Again - Remastered",0.553,"Low","Low","High","Slow",140.227
"Country",58,0.335,-6.001,219000,0.11,143.863,0.0287,0.584,"Major","It Won't Be Like This For Long",0.389,"Low","Medium","Low","Fast",219
"Country",55,0.199,-6.911,207269,0.111,103.98,0.118,0.694,"Major","Wheels Fall Off",0.0703,"High","Medium","Low","Moderate",207.269
"Country",54,0.0776,-8.484,172227,0.102,84.365,0.0363,0.484,"Major","A Little More Country Than That",0.584,"Low","Low","Low","Slow",172.227
"Country",42,0.652,-12.388,194640,0.0565,115.894,0.0958,0.68,"Major","Sink The Bismarck",0.966,"High","Low","Low","Moderate",194.64
"Country",70,0.223,-10.205,211387,0.063,130.771,0.029,0.673,"Major","Ventura Highway",0.818,"Low","Low","Low","Moderate",211.387
"Country",35,0.109,-3.851,186133,0.329,165.89,0.0499,0.54,"Major","Messin' With Jesus (with Tim McGraw)",0.831,"Medium","High","High","Fast",186.133
"Country",46,0.81,-10.511,185173,0.0714,85.634,0.0494,0.488,"Major","My Religion",0.237,"Medium","Low","Low","Slow",185.173
"Country",71,0.00324,-3.848,276320,0.223,103.027,0.0731,0.582,"Major","Life is a Highway",0.655,"High","High","High","Moderate",276.32
"Country",54,0.406,-5.519,192867,0.229,81.021,0.0267,0.608,"Major","Wings Of An Angel",0.559,"Low","High","High","Slow",192.867
"Country",41,0.572,-4.594,184173,0.0994,139.925,0.0332,0.477,"Major","Anything Goes",0.322,"Low","High","Low","Fast",184.173
"Country",51,0.91,-16.683,172994,0.14,93.665,0.0351,0.626,"Major","Don't Let the Old Man In",0.154,"Low","Low","High","Slow",172.994
"Country",58,0.0227,-5.665,148440,0.0688,106.996,0.0269,0.648,"Major","Let It",0.775,"Low","Medium","Low","Moderate",148.44
"Country",52,0.0982,-5.133,171240,0.0658,160.071,0.0434,0.585,"Major","She's Got a Way",0.893,"Medium","High","Low","Fast",171.24
"Country",50,0.174,-5.475,165467,0.264,125.95,0.0374,0.634,"Major","Straight Outta Cold Beer",0.695,"Low","High","High","Moderate",165.467
"Country",38,0.115,-4.232,232373,0.054,83.43,0.0453,0.484,"Major","Mississippi Girl - Remastered Version",0.679,"Medium","High","Low","Slow",232.373
"Country",50,0.506,-8.169,227333,0.103,78.016,0.0368,0.59,"Major","Nothing On But The Stars",0.329,"Low","Low","Low","Slow",227.333
"Country",72,0.0317,-4.465,186133,0.102,89.937,0.0399,0.539,"Major","Make It Sweet",0.456,"Medium","High","Low","Slow",186.133
"Country",40,0.719,-9.816,131400,0.0736,97.762,0.042,0.738,"Major","Mama Tried",0.761,"Medium","Low","Low","Slow",131.4
"Country",59,0.083,-3.472,196000,0.115,147.986,0.0373,0.428,"Major","A Guy Walks Into a Bar",0.431,"Low","High","Low","Fast",196
"Country",43,0.0823,-5.868,297867,0.127,132.944,0.0306,0.546,"Minor","When You Got A Good Thing",0.308,"Low","Medium","High","Moderate",297.867
"Country",49,0.395,-4.537,235800,0.365,117.03,0.0354,0.617,"Major","How 'Bout Them Cowgirls",0.452,"Low","High","High","Moderate",235.8
"Country",41,0.693,-6.652,224163,0.151,81.112,0.0391,0.61,"Major","All On Me - Acoustic",0.789,"Medium","Medium","High","Slow",224.163
"Country",46,0.0498,-4.897,187160,0.352,105.937,0.035,0.655,"Major","Just Sayin'",0.928,"Low","High","High","Moderate",187.16
"Country",35,0.0499,-5.309,202973,0.274,124.049,0.0367,0.581,"Major","Cecilia",0.402,"Low","High","High","Moderate",202.973
"Country",45,0.0985,-6.95,241787,0.112,99.942,0.0248,0.712,"Major","Hangover Due",0.763,"Low","Medium","Low","Slow",241.787
"Country",54,0.141,-4.116,224960,0.297,147.902,0.0465,0.535,"Minor","Run Away with You",0.342,"Medium","High","High","Fast",224.96
"Country",64,0.387,-7.78,243320,0.202,79.252,0.0293,0.522,"Major","Things Happen",0.761,"Low","Medium","High","Slow",243.32
"Country",38,0.572,-5.828,223427,0.152,144.081,0.0312,0.452,"Major","Give You A Ring",0.294,"Low","Medium","High","Fast",223.427
"Country",60,0.892,-15.949,267133,0.114,140.666,0.028,0.585,"Major","Clay Pigeons",0.481,"Low","Low","Low","Fast",267.133
"Country",38,0.0415,-6.567,195653,0.0641,83.031,0.0376,0.583,"Major","Going Away For A While",0.844,"Low","Medium","Low","Slow",195.653
"Country",40,0.388,-9.446,156840,0.305,169.771,0.054,0.612,"Minor","Overnight Male - Pure Country/Soundtrack Version",0.898,"Medium","Low","High","Fast",156.84
"Country",37,0.0592,-7.151,277711,0.107,147.394,0.0981,0.559,"Major","Fish in a Barrel (feat. D. Thrash)",0.683,"High","Medium","Low","Fast",277.711
"Country",38,0.00214,-4.824,267213,0.184,129.902,0.0325,0.538,"Major","L.A. Woman",0.617,"Low","High","High","Moderate",267.213
"Country",38,0.584,-6.837,246400,0.105,112.422,0.027,0.691,"Major","Mad Crazy Love",0.274,"Low","Medium","Low","Moderate",246.4
"Country",52,0.181,-7.107,192013,0.135,81.974,0.0316,0.649,"Major","Tennessee Boy",0.619,"Low","Medium","High","Slow",192.013
"Country",56,0.0613,-3.673,284707,0.121,142.06,0.0369,0.526,"Major","Just a Dream",0.358,"Low","High","High","Fast",284.707
"Country",37,0.204,-7.575,209267,0.196,140.203,0.0584,0.591,"Minor","Will You Feel the Same",0.534,"Medium","Medium","High","Fast",209.267
